iter	MAE
322	1182.739716
323	1180.965781
324	1179.487661
325	1177.341332
326	1175.857924
327	1174.353413
328	1173.492676
329	1171.077408
330	1169.308973
331	1168.15424
332	1167.251128
333	1165.828801
334	1164.397639
335	1162.894357
336	1160.246449
337	1159.267112
338	1158.035242
339	1156.451584
340	1154.111292
341	1152.703335
342	1151.764943
343	1150.669093
344	1148.554992
345	1147.505349
346	1145.055634
347	1143.500131
348	1142.454962
349	1139.771871
350	1138.097548
351	1137.093119
352	1135.424327
353	1134.502466
354	1132.357954
355	1131.070699
356	1129.882445
357	1127.945798
358	1125.279614
359	1124.286398
360	1122.854223
361	1122.029599
362	1119.607429
363	1119.023294
364	1118.665096
365	1117.144719
366	1116.087798
367	1115.268267
368	1113.083339
369	1111.81208
370	1110.448894
371	1107.488086
372	1105.956095
373	1105.245075
374	1101.865827
375	1100.664637
376	1099.997507
377	1097.931746
378	1096.548374
379	1094.228283
380	1093.098733
381	1091.902391
382	1090.535205
383	1089.982041
384	1088.424441
385	1087.568404
386	1086.804407
387	1083.146857
388	1082.427773
389	1080.552878
390	1079.16988
391	1077.587063
392	1076.847683
393	1076.003969
394	1074.946743
395	1073.962977
396	1073.450483
397	1071.976389
398	1070.799787
399	1069.556644
400	1067.689646
401	1065.525178
402	1064.980459
403	1063.283613
404	1061.388061
405	1060.016259
406	1058.192235
407	1057.338326
408	1054.62899
409	1054.302341
410	1053.206783
411	1052.063709
412	1051.833704
413	1050.396119
414	1048.644494
415	1047.794746
416	1046.61164
417	1045.949306
418	1044.543371
419	1043.263295
420	1041.888101
421	1040.099218
422	1038.982764
423	1037.619791
424	1036.802662
425	1035.470367
426	1034.694617
427	1034.11512
428	1032.074825
429	1030.346899
430	1028.000964
431	1026.410001
432	1024.171577
433	1023.086832
434	1021.459405
435	1020.538431
436	1019.427461
437	1018.114367
438	1017.319364
439	1016.860727
440	1015.839183
441	1014.580728
442	1012.939382
443	1011.587577
444	1010.039289
445	1008.663939
446	1008.179609
447	1006.786796
448	1005.806515
449	1004.699558
450	1004.086701
451	1002.947527
452	1001.471784
453	1000.481971
454	999.1671895
455	997.1403757
456	996.4517573
457	995.691857
458	995.177988
459	994.689904
460	993.4712805
461	992.8275692
462	992.441846
463	991.4890996
464	990.2581592
465	989.255314
466	987.8153708
467	985.1827624
468	982.649792
469	981.4354692
470	979.8875976
471	979.4476467
472	977.531586
473	977.2445771
474	975.8903347
475	973.6588038
476	973.1310428
477	972.1918161
478	970.4136263
479	968.9838438
480	968.4423689
481	967.625898
482	966.890105
483	965.5214787
484	964.5966404
485	963.3122051
486	962.1667542
487	961.3484917
488	959.9963662
489	959.3884005
490	958.7019892
491	957.3474961
492	956.3462572
493	955.3048205
494	953.4983129
495	952.8141149
496	951.0385408
497	950.5043601
498	948.9485276
499	947.5972579
500	946.776068
501	945.508196
502	944.6733845
503	942.983037
504	941.3364923
505	940.6973248
506	939.5237567
507	938.4082742
508	937.7659194
509	937.1163646
510	936.0310188
511	934.9577224
512	933.6535078
513	931.8194894
514	930.7757642
515	929.7534679
516	928.7123027
517	927.1485469
518	925.3306604
519	924.3283318
520	923.4428688
521	922.9615062
522	922.164458
523	920.809012
524	919.8349846
525	918.8042708
526	917.8043831
527	917.1997935
528	916.3646132
529	914.5407876
530	913.7557635
531	912.8006339
532	911.403866
533	910.8591114
534	910.1589232
535	909.0126192
536	907.5886355
537	906.9135735
538	906.2261391
539	905.3319243
540	903.8275602
541	902.3495801
542	901.6632653
543	901.2151878
544	900.2803978
545	898.9523919
546	898.5456958
547	897.2945516
548	897.0353084
549	895.2354034
550	893.622528
551	892.5941998
552	892.1276243
553	891.9049679
554	891.3059678
555	890.6572255
556	890.1142827
557	889.1256066
558	888.5309126
559	887.5684368
560	886.8893098
561	885.954546
562	885.3228245
563	884.3333744
564	883.352974
565	882.6460518
566	881.9539943
567	881.575282
568	880.4417637
569	879.6633366
570	878.9149848
571	877.5865715
572	876.3423248
573	874.7419555
574	873.9773945
575	873.0789514
576	872.4855181
577	872.1034957
578	870.8609911
579	870.1454945
580	869.3030476
581	868.5872652
582	868.4426108
583	867.8028881
584	866.764343
585	866.0440085
586	865.3666504
587	864.1904559
588	863.4633117
589	862.3489784
590	861.1466121
591	860.3472165
592	859.8678221
593	858.450041
594	857.2829985
595	855.6533464
596	854.6008344
597	854.2648548
598	853.050649
599	851.8573552
600	850.8400743
601	849.7189958
602	848.700669
603	848.2793227
604	847.7862223
605	846.7660944
606	845.8213547
607	844.849364
608	843.7193518
609	843.2429316
610	842.7973997
611	842.3559034
612	841.1563767
613	840.4110964
614	839.1447004
615	838.7800469
616	838.0855809
617	837.4545918
618	837.0407711
619	836.4520081
620	835.7743913
621	834.6154083
622	833.8697125
623	833.2046602
624	832.4322767
625	832.223731
626	832.02266
627	831.3104126
628	830.9487295
629	829.8152718
630	828.9053656
631	828.004944
632	827.5440962
633	826.4910064
634	826.0571794
635	825.436786
636	824.5315965
637	823.4387766
638	822.1173703
639	821.7765766
640	821.1525682
641	820.4845346
642	820.2014447
643	819.4887361
644	818.8421606
645	818.4223147
646	817.6341819
647	816.4656184
648	815.9116909
649	815.1183082
650	814.66529
651	814.5430415
652	814.1406279
653	813.9250783
654	813.2375525
655	812.6403521
656	811.769275
657	811.6532602
658	810.9667972
659	810.4305876
660	809.8890105
661	809.1579222
662	808.3630332
663	807.3644508
664	807.0577771
665	806.8062508
666	806.2840664
667	805.5370485
668	804.469551
669	803.9749383
670	803.4356934
671	802.6842523
672	802.3857506
673	801.9207114
674	801.5589017
675	801.0452147
676	800.4425006
677	800.1782987
678	799.5903955
679	798.7297728
680	798.5986682
681	798.238337
682	797.6767946
683	797.4011177
684	797.1713547
685	796.7933757
686	795.5927757
687	795.4072688
688	794.6276673
689	794.2240579
690	793.2972659
691	793.0894698
692	792.1273497
693	791.3761886
694	791.015483
695	790.1582887
696	789.6868936
697	789.502346
698	788.2028248
699	787.4383298
700	786.54285
701	786.3213204
702	785.735747
703	785.5460255
704	785.0625456
705	784.4014797
706	784.0394567
707	783.6751518
708	783.5300771
709	783.1237844
710	782.2079496
711	781.4576575
712	780.2682195
713	779.9481865
714	779.3839242
715	778.7248728
716	778.5593298
717	777.5772766
718	776.1379318
719	775.1528887
720	774.3648878
721	773.5478529
722	773.2546933
723	773.0771718
724	772.2719355
725	771.1744981
726	770.6872606
727	770.2396831
728	769.7938837
729	769.4055202
730	769.3035609
731	769.1733437
732	768.5272908
733	767.8715763
734	767.5951273
735	767.3858541
736	766.1469878
737	765.3320492
738	764.3265075
739	764.1366031
740	763.9351518
741	763.5508502
742	763.2488636
743	763.217642
744	763.1455111
745	762.5824278
746	762.146506
747	761.7613162
748	760.8679681
749	760.5364125
750	760.0969986
751	759.4480971
752	758.8973553
753	757.648859
754	757.1085284
755	756.5470259
756	756.14261
757	755.8167089
758	755.6249636
759	755.1430152
760	754.66417
761	754.4202712
762	754.1336933
763	753.7363349
764	753.1579638
765	752.3579098
766	751.4090226
767	751.2480469
768	750.6654569
769	750.5196099
770	749.6314133
771	749.2989041
772	749.0863328
773	748.8884598
774	748.3563815
775	748.1772983
776	747.9744909
777	746.9792382
778	746.2396296
779	745.8625254
780	745.5765583
781	745.3821417
782	744.9952813
783	744.6435411
784	744.3142216
785	744.269538
786	743.295595
787	743.1707973
788	742.5844587
789	741.6592075
790	741.4314304
791	741.0457197
792	740.9097285
793	740.1047266
794	739.938064
795	739.7232122
796	738.905275
797	738.3301303
798	738.1563923
799	737.7593569
800	737.2741037
801	736.927055
802	736.7152859
803	736.4443349
804	735.9950995
805	735.5574161
806	734.6642878
807	733.8016766
808	733.4359354
809	733.0156168
810	731.8698569
811	731.2039181
812	730.9613344
813	730.3420527
814	730.3151452
815	730.0052474
816	728.9421861
817	728.6276888
818	728.1536871
819	726.709747
820	724.7092254
821	724.3606125
822	723.7986785
823	723.2336517
824	722.5853057
825	722.2893524
826	721.8372437
827	720.8666313
828	720.5107952
829	720.4143783
830	719.9108407
831	719.8953182
832	719.6094455
833	719.1329345
834	718.6777486
835	718.1555702
836	718.0603744
837	717.3690625
838	717.175169
839	716.7191449
840	716.3944882
841	715.4114536
842	714.6862008
843	714.3155942
844	713.6162089
845	712.6524159
846	712.3170232
847	711.8245585
848	711.4610013
849	710.6142783
850	709.8785968
851	709.2475536
852	709.0080437
853	708.8824509
854	708.4511767
855	707.3694542
856	706.7647818
857	706.0861108
858	705.4113158
859	705.2441559
860	704.513213
861	704.2367097
862	704.1495886
863	703.6534895
864	703.4086922
865	702.7045415
866	702.0876799
867	701.6100922
868	700.8010779
869	699.9475713
870	699.8286529
871	699.3708736
872	699.1616341
873	699.0117889
874	698.9059967
875	698.7639298
876	698.1443628
877	697.7212793
878	697.6340162
879	696.7421728
880	696.3576435
881	696.2524432
882	695.3960932
883	694.8827823
884	694.5857984
885	694.2905285
886	693.6573518
887	693.0670166
888	692.875632
889	692.6021039
890	692.5400835
891	692.2628358
892	691.8613355
893	691.6132224
894	691.2116599
895	690.8720581
896	690.49593
897	689.826152
898	689.3375508
899	689.1077732
900	688.8404445
901	688.6310832
902	688.4267101
903	687.9295677
904	687.8168759
905	687.2397866
906	686.8192759
907	686.1759388
908	685.7556896
909	685.4358189
910	684.8640445
911	684.2591655
912	683.7075166
913	682.6221574
914	682.3533663
915	681.894141
916	681.6622225
917	681.2976697
918	681.1239987
919	680.7392479
920	680.202029
921	679.872592
922	679.76571
923	679.7164166
924	679.6520307
925	679.0350908
926	678.5701096
927	678.4486754
928	677.9491319
929	677.8019021
930	677.6595352
931	677.1670724
932	677.0667028
933	675.7377471
934	675.1200619
935	674.0988124
936	673.3291759
937	672.0675596
938	671.484105
939	671.2066492
940	670.858151
941	670.6826337
942	670.5052085
943	670.0494042
944	669.728481
945	669.6805496
946	669.4797926
947	669.3712996
948	669.2228674
949	669.0599486
950	668.5383834
951	668.4680181
952	668.0750605
953	667.5146396
954	667.4726789
955	667.4238526
956	667.2384972
957	667.0785955
958	666.6777166
959	666.6511206
960	666.5073936
961	666.3386381
962	666.16964
963	666.0411108
964	665.7911655
965	665.712342
966	665.3096831
967	664.6989129
968	664.1652547
969	664.1223634
970	663.9673647
971	663.8583353
972	663.0906606
973	662.8167638
974	662.4897073
975	661.5665923
976	661.2813547
977	660.8788786
978	660.4670773
979	659.4274723
980	659.2673586
981	658.8082137
982	658.4570833
983	658.4073242
984	658.0768897
985	657.6166875
986	657.3300054
987	657.1618245
988	656.9816504
989	656.6132379
990	655.9672771
991	655.60467
992	654.8161574
993	654.4333523
994	654.2732266
995	653.3064518
996	653.1205847
997	653.036712
998	652.811228
999	651.6346512
1000	651.0953582
1001	650.9623121
1002	650.693208
1003	650.2034688
1004	649.8118455
1005	649.7165633
1006	649.6673074
1007	649.2384568
1008	648.9831814
1009	648.9301557
1010	648.5122633
1011	648.2661403
1012	648.1426335
1013	647.4588796
1014	647.3358777
1015	646.9085222
1016	646.5539078
1017	646.304065
1018	646.041265
1019	645.9861029
1020	645.7526292
1021	645.4626085
1022	645.3166022
1023	644.8159076
1024	644.3216898
1025	644.0115279
1026	643.6700032
1027	643.529204
1028	643.4698593
1029	643.2439104
1030	643.176177
1031	642.9729076
1032	642.5300694
1033	642.3340162
1034	642.0405462
1035	641.7842537
1036	641.6112228
1037	641.3282238
1038	641.1875553
1039	641.0828676
1040	640.6868112
1041	640.6248518
1042	640.3213313
1043	639.9760003
1044	639.9169949
1045	639.7487024
1046	639.6762028
1047	639.5280981
1048	639.4617832
1049	639.3840222
1050	638.8084816
1051	638.6733527
1052	638.4874765
1053	638.4440325
1054	638.2685818
1055	638.1575959
1056	638.0124812
1057	637.9234661
1058	637.8207714
1059	637.35989
1060	637.2219812
1061	637.0451342
1062	636.8965487
1063	636.6963712
1064	636.4707423
1065	636.3771084
1066	636.3270055
1067	635.9939213
1068	635.8761693
1069	635.2775124
1070	635.0165666
1071	634.8585099
1072	634.7327682
1073	634.5630561
1074	634.0784523
1075	633.9025743
1076	633.5772959
1077	633.3415574
1078	633.220718
1079	632.7230206
1080	631.9035557
1081	631.7255714
1082	631.6749499
1083	631.5939208
1084	631.5341802
1085	631.2676369
1086	630.8587056
1087	630.7281056
1088	630.5701349
1089	630.5094082
1090	630.3502457
1091	630.2284442
1092	630.0461058
1093	630.0164786
1094	629.7918734
1095	629.635515
1096	629.5093358
1097	629.3577163
1098	629.3056043
1099	629.0190316
1100	628.8009217
1101	628.2540811
1102	628.0369616
1103	628.0072303
1104	627.9582354
1105	627.3242882
1106	627.1367864
1107	627.0322747
1108	626.6066284
1109	626.4208991
1110	625.9638864
1111	625.8192063
1112	625.6756477
1113	625.4536291
1114	625.2657888
1115	624.8018253
1116	624.1721682
1117	623.766495
1118	623.3059436
1119	623.0643841
1120	622.9766007
1121	622.9606393
1122	622.9222226
1123	622.5919153
1124	622.2238874
1125	621.9219622
1126	621.6266411
1127	621.4544891
1128	621.0907144
1129	620.8065896
1130	620.6362638
1131	620.4655708
1132	620.3705687
1133	620.2060442
1134	620.1516022
1135	619.9076191
1136	619.8774271
1137	619.5113047
1138	619.4331655
1139	619.3331127
1140	619.1428053
1141	618.8028522
1142	618.6752427
1143	618.4642298
1144	618.0519284
1145	617.919097
1146	617.814762
1147	617.4654795
1148	617.301462
1149	616.9911776
1150	616.9193433
1151	616.1618142
1152	616.0606708
1153	615.3968424
1154	615.1257367
1155	614.8472673
1156	614.7654784
1157	613.8590574
1158	613.5179533
1159	613.2551097
1160	612.9261189
1161	612.6161628
1162	612.3989602
1163	612.3145312
1164	612.2364407
1165	612.0605178
1166	610.7966821
1167	610.6409047
1168	610.1510446
1169	609.6577005
1170	609.4645327
1171	609.413247
1172	609.1118763
1173	609.0857365
1174	609.0494416
1175	609.0256722
1176	608.6984932
1177	608.4172864
1178	608.1206968
1179	608.0307091
1180	607.6069876
1181	607.4755253
1182	607.1746108
1183	607.1553369
1184	606.9564182
1185	606.4200003
1186	606.1294809
1187	605.8661351
1188	605.1164802
1189	605.0418243
1190	604.9145165
1191	604.3639283
1192	603.7980263
1193	603.68872
1194	603.6400626
1195	603.5862711
1196	603.5209656
1197	603.1766235
1198	602.8329146
1199	602.6352053
1200	602.4931095
1201	602.0904654
1202	601.8626244
1203	601.7314801
1204	601.559238
1205	601.5092434
1206	601.2474897
1207	601.1811507
1208	600.6945514
1209	599.4631797
1210	599.2466961
1211	598.9734215
1212	598.7865067
1213	598.5656913
1214	598.2471026
1215	597.9878259
1216	597.783682
1217	597.3454266
1218	597.2401501
1219	597.0424461
1220	596.9587255
1221	596.2173036
1222	595.4456717
1223	594.6287365
1224	594.5984754
1225	594.4537558
1226	594.284685
1227	593.9322152
1228	593.5537312
1229	593.4744597
1230	592.9974523
1231	592.924682
1232	592.6616808
1233	592.4684471
1234	592.427927
1235	592.0529089
1236	591.4063424
1237	590.7514516
1238	590.6579113
1239	590.1835514
1240	590.0676389
1241	589.4859396
1242	589.3101466
1243	588.9858187
1244	588.4770498
1245	588.2527036
1246	588.075236
1247	587.9324218
1248	587.3790422
1249	587.251835
1250	587.0899718
1251	586.7784053
1252	586.5384171
1253	586.3993995
1254	586.2115943
1255	586.1055106
1256	585.7172703
1257	585.3438179
1258	585.1802732
1259	585.1085889
1260	584.9065586
1261	584.7920856
1262	584.6323657
1263	584.5437651
1264	584.5144559
1265	584.4722542
1266	584.2351678
1267	583.8734869
1268	583.8057974
1269	582.8969896
1270	582.6685063
1271	582.5643512
1272	582.477298
1273	581.9541329
1274	581.7816923
1275	581.7598708
1276	581.5395091
1277	581.2050028
1278	581.0094723
1279	580.6469931
1280	580.5763199
1281	580.3070878
1282	580.2203492
1283	580.003523
1284	579.7792536
1285	579.5725142
1286	579.3630037
1287	579.273044
1288	579.1137182
1289	578.8766983
1290	578.7441729
1291	578.7072634
1292	578.546671
1293	578.2676516
1294	577.8781492
1295	577.5294619
1296	577.2215351
1297	576.9344465
1298	576.7486559
1299	576.5950037
1300	576.452994
1301	576.2757167
1302	576.0590257
1303	575.8302817
1304	575.6677098
1305	575.505759
1306	575.0036879
1307	574.7161138
1308	574.5979799
1309	573.7502745
1310	573.416466
1311	573.3523743
1312	573.3340611
1313	573.2958617
1314	573.1531379
1315	572.9855043
1316	572.6933001
1317	572.6113179
1318	572.1743389
1319	571.9304674
1320	571.5769207
1321	571.3014995
1322	571.2002068
1323	570.7301969
1324	570.6309441
1325	570.4089894
1326	570.0410107
1327	569.9791528
1328	569.4899145
1329	569.2209857
1330	568.912806
1331	568.7860743
1332	568.1748034
1333	567.8627071
1334	567.8292413
1335	567.5578707
1336	567.5326019
1337	567.3713142
1338	567.1336331
1339	567.0873983
1340	566.900099
1341	566.6838167
1342	566.6209823
1343	566.5166654
1344	566.4812378
1345	566.2456274
1346	566.0651137
1347	565.9910693
1348	565.953293
1349	565.7989308
1350	565.725256
1351	565.0478627
1352	565.0087948
1353	564.7609399
1354	564.5919722
1355	564.466224
1356	564.022978
1357	563.8032652
1358	563.7340398
1359	563.6947101
1360	563.0619489
1361	562.8603411
1362	562.6868677
1363	562.556248
1364	562.3447261
1365	562.1945271
1366	562.1668983
1367	561.9538305
1368	561.8584233
1369	561.807231
1370	561.7218582
1371	561.402108
1372	561.3798101
1373	561.2921811
1374	561.1192512
1375	560.9583006
1376	560.8101866
1377	560.778834
1378	560.6085074
1379	560.5732407
1380	560.4359238
1381	560.365494
1382	560.271308
1383	560.2408915
1384	560.043355
1385	559.993265
1386	559.9719058
1387	559.9473913
1388	559.298556
1389	558.7231291
1390	558.3481784
1391	558.155574
1392	558.1237368
1393	557.9872521
1394	557.568915
1395	557.5266944
1396	557.4642552
1397	557.0434457
1398	556.9813528
1399	556.8707875
1400	556.8199565
1401	556.7788515
1402	556.6502885
1403	556.4271133
1404	556.1917034
1405	556.1390884
1406	555.9841963
1407	555.336116
1408	555.2782227
1409	555.1894259
1410	555.1425127
1411	555.1076558
1412	555.0706617
1413	554.7298729
1414	554.6498592
1415	554.5656605
1416	554.422801
1417	554.3817951
1418	554.0677248
1419	553.9776865
1420	553.7461299
1421	553.6853813
1422	553.5334304
1423	553.3097389
1424	553.2700619
1425	552.9473042
1426	552.4490682
1427	551.5787025
1428	551.5021075
1429	550.97037
1430	550.6957082
1431	550.5241161
1432	550.5052966
1433	550.3163221
1434	550.0795883
1435	550.0044146
1436	549.9149922
1437	549.5716085
1438	549.3757553
1439	549.3541119
1440	549.2051507
1441	549.0575245
1442	549.0022582
1443	548.648521
1444	548.1121635
1445	548.0102549
1446	547.9745306
1447	547.8468645
1448	547.7028859
1449	547.6694124
1450	547.2778234
1451	547.2301744
1452	546.8543556
1453	546.8413295
1454	546.6048217
1455	546.4637862
1456	546.4217278
1457	545.4395832
1458	545.1981463
1459	544.7466096
1460	544.5393661
1461	544.5064146
1462	544.4344826
1463	544.3816301
1464	544.1918839
1465	544.0942024
1466	543.4840954
1467	543.0304498
1468	542.7342822
1469	542.6879917
1470	542.6219617
1471	542.5281442
1472	542.4391663
1473	541.663989
1474	541.553981
1475	541.1797681
1476	541.1320825
1477	541.0473494
1478	540.8476434
1479	540.8217353
1480	540.7774313
1481	540.7550744
1482	540.5051153
1483	540.3546803
1484	539.9280319
1485	539.7922405
1486	539.3812609
1487	539.3598074
1488	539.3164437
1489	539.2625481
1490	539.0626809
1491	539.014365
1492	538.6445736
1493	538.6117872
1494	538.5818367
1495	538.5448622
1496	538.396899
1497	537.9330244
1498	537.8503017
1499	537.7932588
1500	537.6770554
1501	537.527796
1502	537.2989077
1503	537.2880688
1504	537.256968
1505	537.2324474
1506	537.1787059
1507	537.1590702
1508	537.0463076
1509	536.654778
1510	536.4915903
1511	536.1179813
1512	536.0950073
1513	535.9442872
1514	535.8945372
1515	535.7007255
1516	535.5242532
1517	535.2233471
1518	535.0318086
1519	534.7515159
1520	534.5618251
1521	534.523688
1522	534.3240316
1523	534.1992022
1524	533.9669325
1525	533.8497273
1526	533.5200455
1527	533.288824
1528	533.259332
1529	533.1273363
1530	532.993245
1531	532.8609433
1532	532.8432822
1533	532.7834671
1534	532.639325
1535	532.4597686
1536	532.079518
1537	531.8190364
1538	531.4810188
1539	531.358647
1540	531.2789828
1541	531.1550393
1542	531.0494976
1543	531.0061307
1544	530.8290777
1545	530.6238465
1546	530.4864422
1547	530.1624463
1548	529.6781538
1549	529.6674391
1550	529.5534667
1551	529.44501
1552	529.1204583
1553	528.2366847
1554	527.9329299
1555	527.7709088
1556	527.656128
1557	527.4884616
1558	527.3809905
1559	527.1248024
1560	526.8938588
1561	526.639072
1562	526.3642895
1563	526.233294
1564	526.2008106
1565	525.7954302
1566	525.2949334
1567	525.0973946
1568	524.8756925
1569	524.7478155
1570	524.6723996
1571	524.6434567
1572	524.5761043
1573	524.2247059
1574	523.8329572
1575	523.7640111
1576	523.5047806
1577	523.0506304
1578	522.9853973
1579	522.957868
1580	522.3815415
1581	522.0168432
1582	521.8009919
1583	521.7656291
1584	521.5542035
1585	521.5014388
1586	520.8654768
1587	520.611378
1588	520.505192
1589	520.3943592
1590	520.1205963
1591	519.9118197
1592	519.8184932
1593	519.5728143
1594	519.5232903
1595	519.4231783
1596	519.3300013
1597	518.5337768
1598	518.3993838
1599	518.054661
1600	517.8481642
1601	517.7406681
1602	517.7023846
1603	517.535211
1604	517.4129919
1605	517.161765
1606	517.1148519
1607	516.9843016
1608	516.8656247
1609	516.4934593
1610	516.1954439
1611	516.1841818
1612	516.1337584
1613	515.8680202
1614	515.823685
1615	515.6157344
1616	515.5843093
1617	515.4761657
1618	515.368634
1619	515.3075682
1620	515.1558037
1621	514.9104426
1622	514.757314
1623	514.7360375
1624	514.6889627
1625	514.6455663
1626	514.4062812
1627	514.276971
1628	514.1090077
1629	513.8231307
1630	513.6803578
1631	513.4629423
1632	513.4369428
1633	513.360988
1634	513.2343904
1635	513.1058092
1636	513.063595
1637	512.7758557
1638	512.4157555
1639	511.9711564
1640	511.7870044
1641	511.7024776
1642	511.6878794
1643	511.63227
1644	511.2545688
1645	511.1399851
1646	511.064821
1647	510.6006642
1648	510.4137735
1649	510.3652737
1650	510.0682276
1651	510.0188499
1652	509.924863
1653	509.9015446
1654	509.7186616
1655	509.6523095
1656	509.2771192
1657	509.2399033
1658	508.9062294
1659	508.6022539
1660	507.6419811
1661	507.3939859
1662	506.9407052
1663	506.8265
1664	506.6530729
1665	506.3410642
1666	506.2235944
1667	506.1127753
1668	505.7576575
1669	505.5759417
1670	505.5193762
1671	505.3699051
1672	505.2088983
1673	505.1803444
1674	505.0920604
1675	504.9093181
1676	504.7393597
1677	504.7192935
1678	504.6643007
1679	504.6068467
1680	504.5139771
