iter	RMSE
505	223.2071558
506	222.6989817
507	222.6121777
508	221.2922029
509	220.5081387
510	220.161027
511	219.5201202
512	219.221439
513	219.1772665
514	219.0331652
515	218.0412489
516	217.3963247
517	216.9445067
518	216.7526343
519	216.2024021
520	215.581068
521	215.3411099
522	214.7440806
523	214.6730534
524	214.6083795
525	213.3682508
526	212.4966314
527	212.1280912
528	211.5090167
529	210.9132456
530	210.6494819
531	210.4508474
532	209.5814403
533	209.2333697
534	208.7385275
535	208.3787543
536	208.1703464
537	207.881294
538	207.3836778
539	206.7150469
540	205.5545867
541	205.4043249
542	205.3257218
543	205.306406
544	205.2170709
545	204.6645947
546	204.3018425
547	203.874768
548	203.8003604
549	203.2440165
550	203.1582738
551	203.0261722
552	202.741205
553	202.6061168
554	202.3566298
555	201.4307542
556	201.013258
557	200.2955503
558	199.681071
559	199.6284196
560	198.9800315
561	198.5634024
562	198.5260387
563	198.3412436
564	197.4193414
565	196.9792457
566	196.7758459
567	196.3613274
568	196.2850161
569	196.2234677
570	196.0882855
571	195.7221781
572	195.5545682
573	194.9347965
574	194.6556643
575	194.411178
576	194.1909458
577	193.9478217
578	193.467652
579	193.1523931
580	192.8561444
581	192.5768298
582	192.3455795
583	191.7456105
584	191.3726965
585	191.2225034
586	191.0000662
587	190.594728
588	189.8179215
589	189.4409469
590	188.8084378
591	188.3899082
592	188.0198485
593	187.8416404
594	187.8126192
595	187.7454831
596	187.580169
597	187.0401129
598	186.934723
599	186.2625101
600	186.0048621
601	185.6324927
602	185.5873398
603	184.8200227
604	184.653163
605	184.3572821
606	184.0578485
607	183.846065
608	183.3500968
609	182.7008236
610	181.9370154
611	181.8991803
612	181.6430881
613	181.3354287
614	181.0624555
615	180.5741257
616	180.5498973
617	180.5257152
618	180.4649501
619	180.0616881
620	179.8384518
621	179.3678172
622	179.2255438
623	178.4928997
624	178.4009628
625	178.2729802
626	178.090768
627	177.1151382
628	176.7704612
629	175.7233954
630	175.6801114
631	175.5975623
632	175.5827065
633	175.1138914
634	174.8263658
635	174.526825
636	174.1884491
637	173.6446639
638	173.0150793
639	172.8349954
640	172.505228
641	172.1919835
642	171.7598397
643	171.6294845
644	171.5676814
645	171.4643642
646	170.9801781
647	170.4781765
648	170.3787516
649	170.1941347
650	170.1663949
651	170.0102907
652	169.6953101
653	169.2511859
654	169.0316357
655	168.5472546
656	168.2854081
657	168.1017173
658	167.7214249
659	167.4053737
660	167.3689284
661	167.2088258
662	167.0206304
663	166.6731811
664	166.6348818
665	166.5953516
666	166.4765283
667	166.3571628
668	166.1541258
669	165.5527114
670	165.2081806
671	165.072037
672	164.8011665
673	164.5651434
674	164.4195894
675	164.1467578
676	163.9997639
677	163.8720654
678	163.187493
679	162.8283937
680	162.6054614
681	162.5541071
682	162.3543896
683	162.1533018
684	161.9517602
685	161.6681118
686	161.5422555
687	161.2826031
688	161.0707141
689	160.8028856
690	160.589168
691	160.0409853
692	159.8686771
693	159.6709119
694	159.4032105
695	159.3461694
696	159.3375997
697	159.2878365
698	159.2202109
699	158.8871699
700	158.5042468
701	158.2657258
702	157.7440612
703	157.3303129
704	157.2961375
705	157.2087434
706	157.164763
707	156.4279369
708	156.1246684
709	156.032686
710	155.9084959
711	155.761714
712	155.2405271
713	154.9763921
714	154.0683563
715	153.9886297
716	153.9559932
717	153.9397945
718	153.8298447
719	153.7843215
720	153.7618289
721	153.6021711
722	153.2702316
723	153.1047429
724	153.08453
725	152.9006287
726	152.6470918
727	152.3491837
728	152.2412285
729	152.0177423
730	151.9465993
731	151.6582612
732	151.528143
733	151.4792382
734	150.8449546
735	150.6296431
736	150.4843946
737	150.3943055
738	150.2584446
739	150.2157046
740	149.9800906
741	149.9134791
742	149.6442321
743	149.2594639
744	148.9472954
745	148.8070203
746	148.7295674
747	148.5224304
748	148.3945884
749	148.0624541
750	147.827315
751	147.6997433
752	147.5998177
753	147.1204832
754	146.9462498
755	146.4671965
756	146.3945631
757	146.1937065
758	145.9824085
759	145.6518019
760	145.5386373
761	145.2473758
762	144.8568514
763	144.8127853
764	144.7856507
765	144.7437601
766	144.6149887
767	143.4878768
768	143.1700816
769	142.6968293
770	142.5138913
771	142.4422367
772	142.2779334
773	142.2344082
774	142.0015235
775	141.9024132
776	141.863395
777	141.8315838
778	141.5962486
779	141.4748843
780	141.4088246
781	141.3745569
782	141.3617353
783	141.3062889
784	141.2638217
785	141.1657685
786	140.9481269
787	140.7788564
788	140.3519686
789	140.0639256
790	139.8743097
791	139.7427487
792	139.4652731
793	139.3557497
794	139.2777335
795	139.0841409
796	138.926188
797	138.893518
798	138.8057466
799	138.5220498
800	138.2290202
801	137.6152525
802	137.5836282
803	137.2487038
804	137.0120104
805	136.7862906
806	136.772914
807	136.521
808	136.2936498
809	136.2603286
810	136.1741721
811	135.8951199
812	135.6642335
813	135.6047361
814	135.4264686
815	135.1914581
816	135.1037431
817	135.0280691
818	134.7746848
819	134.4995915
820	134.3939608
821	134.2547482
822	134.0398477
823	134.0044923
824	133.8509842
825	133.7519316
826	133.676696
827	133.6199132
828	133.5302098
829	133.472282
830	133.2711624
831	133.2568173
832	132.7664898
833	132.6519264
834	132.5482148
835	132.5119047
836	131.9013128
837	131.7063849
838	131.6899345
839	131.4931172
840	131.2592725
841	131.0613919
842	130.75681
843	130.6522677
844	130.4859216
845	130.4509465
846	130.3765865
847	130.1518289
848	130.0667281
849	129.9096068
850	129.8633358
851	129.693643
852	129.5838906
853	129.404487
854	129.2777926
855	129.2550994
856	129.0952217
857	129.0095351
858	128.7453915
859	128.7186517
860	128.6970592
861	128.6458926
862	128.5855865
863	128.3395713
864	128.2963301
865	128.2332842
866	128.0857046
867	128.0552162
868	127.8778221
869	127.7842274
870	127.4605084
871	127.4521764
872	127.3539708
873	127.2610029
874	127.21186
875	126.9393403
876	126.6776537
877	126.5549868
878	126.4034445
879	126.2323589
880	126.0317128
881	126.0098658
882	125.8486543
883	125.6467888
884	125.4426716
885	125.3344387
886	125.2824639
887	125.1722732
888	124.9843043
889	124.7637165
890	124.6968212
891	124.6508645
892	124.5154303
893	124.4242152
894	124.182887
895	124.0441684
896	123.8780036
897	123.4881677
898	123.2015105
899	122.9500875
900	122.9026399
901	122.7475417
902	122.1821982
903	121.9849514
904	121.9584271
905	121.801882
906	121.5569308
907	121.4424875
908	121.0987786
909	121.029838
910	120.7690495
911	120.6434978
912	120.4600934
913	120.4196424
914	120.4006051
915	120.3037609
916	119.8430283
917	119.8172637
918	119.4172026
919	119.3852555
920	119.0570138
921	118.864143
922	118.2536982
923	118.2413776
924	118.0879731
925	118.0502297
926	117.4800343
927	117.4381422
928	117.2296998
929	117.1470205
930	117.1002597
931	116.8472815
932	116.5293282
933	116.4844256
934	116.4496969
935	116.3210806
936	116.155175
937	116.0930439
938	115.9165691
939	115.8171553
940	115.8068839
941	115.7626916
942	115.7060096
943	115.596513
944	115.3458463
945	115.3350763
946	115.2759119
947	115.2724587
948	115.0737183
949	114.9601348
950	114.74796
951	114.6216416
952	114.5560162
953	114.2302176
954	114.0671268
955	113.9818835
956	113.8664934
957	113.6511271
958	113.3802005
959	113.3255083
960	113.033215
961	112.8355466
962	112.7979936
963	112.5521799
964	112.519335
965	112.4265567
966	112.3057889
967	112.254521
968	112.1341711
969	112.0485997
970	112.0407955
971	111.9502836
972	111.9032572
973	111.701551
974	111.6206285
975	111.4504509
976	111.2808736
977	111.1884718
978	111.0753533
979	110.9303104
980	110.8267746
981	110.7964217
982	110.6865075
983	110.6801259
984	110.6593784
985	110.6243094
986	110.411066
987	110.1742321
988	110.1641475
989	109.9997728
990	109.804076
991	109.6544222
992	109.5034805
993	109.3628464
994	109.3501353
995	109.207935
996	109.1114876
997	108.9642823
998	108.6877352
999	108.4610783
