iter	MultiClass
1430	0.01448374622
1431	0.01447209762
1432	0.01446389502
1433	0.0144514157
1434	0.01443990178
1435	0.01442303503
1436	0.0144087865
1437	0.01440037361
1438	0.01438982344
1439	0.01437609085
1440	0.0143632272
1441	0.01434854981
1442	0.01433616103
1443	0.01431968561
1444	0.01430755607
1445	0.01430094825
1446	0.01428924238
1447	0.0142841787
1448	0.01427310775
1449	0.01425977119
1450	0.01425293662
1451	0.01423886283
1452	0.01423185841
1453	0.01422355773
1454	0.0142103872
1455	0.01419842419
1456	0.0141906229
1457	0.01418152133
1458	0.01416539282
1459	0.01415452317
1460	0.01414233254
1461	0.01412841363
1462	0.0141102695
1463	0.01409940561
1464	0.01408600406
1465	0.01406886509
1466	0.01405304331
1467	0.01404075302
1468	0.01402937511
1469	0.01401527452
1470	0.01398717983
1471	0.01397332602
1472	0.01396451844
1473	0.01395327919
1474	0.01394166441
1475	0.01392518092
1476	0.01391473689
1477	0.01390693955
1478	0.01389308514
1479	0.01388506192
1480	0.01386965927
1481	0.01385839138
1482	0.0138516857
1483	0.01383493394
1484	0.01382051604
1485	0.01380307538
1486	0.01379193895
1487	0.01378495901
1488	0.01377511463
1489	0.01375662299
1490	0.01373605491
1491	0.01372257512
1492	0.01370918111
1493	0.01369335137
1494	0.01368434794
1495	0.01366743631
1496	0.01365514543
1497	0.01364187857
1498	0.01363422031
1499	0.01361811075
1500	0.01360664996
1501	0.01359685967
1502	0.01358678699
