iter	Logloss
496	0.2327594438
497	0.2326338635
498	0.2325714978
499	0.2325433221
500	0.2325069992
501	0.232423765
502	0.2323502937
503	0.2322690268
504	0.2321711855
505	0.2321159112
506	0.2320116485
507	0.2319961853
508	0.2318847942
509	0.2318214483
510	0.2317085553
511	0.2316291995
512	0.2315197731
513	0.2314849705
514	0.2313950503
515	0.2312523844
516	0.2312196252
517	0.2311765137
518	0.2311576526
519	0.2311201288
520	0.2310556619
521	0.2309899938
522	0.2309092687
523	0.2308088353
524	0.230693051
525	0.2306088763
526	0.2304746294
527	0.2304150697
528	0.2303087769
529	0.230288971
530	0.2301523367
531	0.2300927941
532	0.2299859178
533	0.2299588429
534	0.2298968748
535	0.2298318631
536	0.2297804601
537	0.2297014646
538	0.2296573429
539	0.2296287545
540	0.2294700842
541	0.2294502284
542	0.2293972282
543	0.2293213516
544	0.2292799456
545	0.2291818316
546	0.2291494452
547	0.2291292657
548	0.2290361962
549	0.2289793474
550	0.2289444864
551	0.2288640044
552	0.2287986215
553	0.228769651
554	0.2287108193
555	0.2286783015
556	0.2286217577
557	0.2285489147
558	0.228538066
559	0.2284894528
560	0.2284734644
561	0.2283737197
562	0.228291047
563	0.228205718
564	0.228118739
565	0.2280738629
566	0.2279912482
567	0.2278838914
568	0.2278097284
569	0.2277602554
570	0.2277171881
571	0.2276424596
572	0.2275131026
573	0.2274201345
574	0.2273446482
575	0.2272899153
576	0.2272679959
577	0.2271769031
578	0.2271279134
579	0.2270642897
580	0.2269807351
581	0.2269208876
582	0.2268019622
583	0.226732923
584	0.2266711772
585	0.2265926208
586	0.226502055
587	0.2264695302
588	0.2264395567
589	0.2263440836
590	0.2262577406
591	0.226217554
592	0.2261641761
593	0.2261030128
594	0.2259624256
595	0.2258974498
596	0.2258016037
597	0.2256901565
598	0.2256325403
599	0.2255751229
600	0.2255129032
601	0.2254498135
602	0.2253423987
603	0.2252571166
604	0.2251802877
605	0.2250846888
606	0.2250396716
607	0.2249885296
608	0.2249373465
609	0.2248835522
610	0.2248084132
611	0.224741026
612	0.2246993829
613	0.224631993
614	0.2245700734
615	0.2244684551
616	0.2244014893
617	0.224388731
618	0.2243463474
619	0.2242766173
620	0.2241694157
621	0.2240967002
622	0.2240794544
623	0.2240058274
624	0.223990821
625	0.2239162303
626	0.2238175594
627	0.2237300075
628	0.2236931593
629	0.223624482
630	0.2235629782
631	0.2234989606
632	0.2234321691
633	0.223364526
634	0.2233256985
635	0.2232993284
636	0.2232889594
637	0.2232226868
638	0.2231360851
639	0.2231064868
640	0.2230471047
641	0.2230067204
642	0.2229771663
643	0.2229212498
644	0.2228223858
645	0.2228031747
646	0.222723678
647	0.2226582553
648	0.2225996569
649	0.2225389594
650	0.2224865846
651	0.2224205209
652	0.2223549115
653	0.2223104344
654	0.2222618119
655	0.2222218665
656	0.2221564725
657	0.2220811243
658	0.2220568997
659	0.2219976679
660	0.2219285494
661	0.2218381
662	0.2217032863
663	0.221616662
664	0.2215295937
665	0.221442906
666	0.2213200008
667	0.2212337012
668	0.2211972719
669	0.2211260858
670	0.2210688746
671	0.2210473567
672	0.2209193687
673	0.2208720994
674	0.22083571
675	0.2207239917
676	0.2205368998
677	0.2204923867
678	0.2204555072
679	0.2204154182
680	0.2203859571
681	0.2203245817
682	0.2202774166
683	0.220202027
684	0.2201289006
685	0.2200418709
686	0.2199242285
687	0.2198930786
688	0.2198363277
689	0.2197675882
690	0.219706764
691	0.2195931859
692	0.2195592753
693	0.219512911
694	0.2194550682
695	0.2193425987
696	0.2192653419
697	0.2192031267
698	0.2191668506
699	0.2190882972
700	0.2189557862
701	0.218837823
702	0.2187806544
703	0.2187580325
704	0.2186446701
705	0.2185866054
706	0.2185725656
707	0.218511514
708	0.2184920266
709	0.2184424252
710	0.2183451237
711	0.2182950507
712	0.2182440524
713	0.2181284072
714	0.218090055
715	0.2180427319
716	0.2179569647
717	0.217795674
718	0.2177268439
719	0.2176850165
720	0.2176210926
721	0.2175645256
722	0.2174820593
723	0.2173692129
724	0.2172893873
725	0.2171675145
726	0.2171312586
727	0.2170009591
728	0.2169226886
729	0.2168405135
730	0.2167239895
731	0.2166700671
732	0.2166450662
733	0.216545456
734	0.2164774242
735	0.2163689426
736	0.2163440649
737	0.2162851287
738	0.216225402
739	0.216158915
740	0.2160809063
741	0.2160154413
742	0.2159173385
743	0.2158869309
744	0.2158031725
745	0.215724969
746	0.2156311138
747	0.2155362348
748	0.2154663564
749	0.2154474974
750	0.2153319661
751	0.2152865582
752	0.2152222053
753	0.2151569411
754	0.2150922702
755	0.2150256141
756	0.2149415178
757	0.2148591861
758	0.2148012529
759	0.2147680561
760	0.2147228103
761	0.2146710151
762	0.2146021402
763	0.2145306825
764	0.2144404246
765	0.2144113445
766	0.2144067759
767	0.2143541266
768	0.2142878132
769	0.2142023329
770	0.2140777073
771	0.2140091549
772	0.2139625097
773	0.2139293325
774	0.2138657008
775	0.2138012814
776	0.2137314445
777	0.2136737452
778	0.2135737247
779	0.2134778157
780	0.2134205857
781	0.2133133589
782	0.2132658975
783	0.2132125524
784	0.2131663151
785	0.2131022412
786	0.2130835883
787	0.212993889
788	0.2129160179
789	0.2128502258
790	0.2128367094
791	0.2128267597
792	0.2128104403
793	0.212753067
794	0.2126982125
795	0.2126076126
796	0.2125525032
797	0.2124856731
798	0.2124437433
799	0.2123201046
800	0.2122753882
801	0.2121966472
802	0.2121370064
803	0.2120429069
804	0.2119509822
805	0.2119049767
806	0.2118962063
807	0.2118122987
808	0.2117754877
809	0.2117298932
810	0.2116510312
811	0.211589033
812	0.2115393602
813	0.2115189631
814	0.2114522382
815	0.2114059753
816	0.2112983552
817	0.211285926
818	0.2111946956
819	0.2111331261
820	0.2111143373
821	0.2110804644
822	0.2110518947
823	0.2109917601
824	0.2109151072
825	0.2109070471
826	0.2107962962
827	0.210736981
828	0.2106738864
829	0.2106362747
830	0.2105864658
831	0.2105773344
832	0.210521254
833	0.2104739363
834	0.2104546772
835	0.2104447465
836	0.2104062987
837	0.2103445551
838	0.2102274419
839	0.2101884605
840	0.2101603491
841	0.2101058037
842	0.2100141707
843	0.2099489831
844	0.2099156418
845	0.2098247857
846	0.2097775547
847	0.2097158822
848	0.2096858208
849	0.2096058904
850	0.2095409011
851	0.2094943902
852	0.209360471
853	0.2093017874
854	0.2092512404
855	0.209223141
856	0.2091636613
857	0.2091475566
858	0.2090949741
859	0.2090234029
860	0.2089391626
861	0.2088561523
862	0.208791466
863	0.208747056
864	0.2086253753
865	0.2085422833
866	0.208506714
867	0.2084357892
868	0.2083668236
869	0.2082806741
870	0.2082566188
871	0.208207731
872	0.2081715902
873	0.2081057636
874	0.207980326
875	0.2079056931
876	0.2078414813
877	0.2077939766
878	0.2077426385
879	0.2076455765
880	0.2076111198
881	0.2075610422
882	0.2075256948
883	0.2074519616
884	0.2073939587
885	0.2073445718
886	0.207256503
887	0.2072286287
888	0.2071453377
889	0.207050817
890	0.2069591608
891	0.2068818583
892	0.2068168704
893	0.2068078832
894	0.206746582
895	0.2066781156
896	0.2066618863
897	0.2066351719
898	0.2065551875
899	0.2065265431
900	0.2064899604
901	0.2064119367
902	0.2063870852
903	0.2063278373
904	0.2062483861
905	0.2062033659
906	0.2061676456
907	0.2060801754
908	0.2059740071
909	0.2059402116
910	0.205837493
911	0.2057709822
912	0.2057059267
913	0.205621377
914	0.2055398366
915	0.2054628866
916	0.2054459462
917	0.2053994193
918	0.2053753672
919	0.2053078011
920	0.2052700888
921	0.2052189836
922	0.2051748356
923	0.2051220878
924	0.2050664909
925	0.2050201021
926	0.2049700332
927	0.2048683254
928	0.2048313533
929	0.2047873428
930	0.2047635731
931	0.2047550995
932	0.2046779632
933	0.2046692773
934	0.2046121006
935	0.2045919648
936	0.204522392
937	0.2044993805
938	0.2044836018
939	0.2043873197
940	0.2043370724
941	0.2042871252
942	0.2042578771
943	0.2042217847
944	0.2041841818
945	0.2041422639
946	0.2041087781
947	0.2040507812
948	0.2040332711
949	0.2039536493
950	0.2039025061
951	0.2038655447
952	0.2037924664
953	0.2037498948
954	0.2037425622
955	0.2037024936
956	0.2036563811
957	0.2035777273
958	0.2035202255
959	0.2034655503
960	0.2034127742
961	0.2033888426
962	0.2033758854
963	0.2033277547
964	0.2032580376
965	0.203248752
966	0.2031842861
967	0.2031455615
968	0.2030553011
969	0.2030308438
970	0.2029753566
971	0.2028937409
972	0.2028332757
973	0.2027574677
974	0.2027042083
975	0.2026721386
976	0.2025601373
977	0.2025532335
978	0.2025025765
979	0.2024392806
980	0.2023857817
981	0.2023123788
982	0.2022316856
983	0.2021629207
984	0.2020869144
985	0.2020677059
986	0.2020401763
987	0.2019896321
988	0.2019646722
989	0.2018867478
990	0.2018697333
991	0.2018668577
992	0.2018023787
993	0.2017456705
994	0.2016888546
995	0.2016340058
996	0.2015859049
997	0.2015431625
998	0.201460733
999	0.2014390413
