iter	RMSE
188	1.196125958
189	1.193190727
190	1.191611679
191	1.187430651
192	1.184751529
193	1.180251542
194	1.177041749
195	1.174550331
196	1.168972059
197	1.16819904
198	1.167198182
199	1.163546818
200	1.158665317
201	1.154831617
202	1.14693442
203	1.145724787
204	1.138796835
205	1.137473634
206	1.130926966
207	1.122237396
208	1.120482791
209	1.119348711
210	1.113776491
211	1.107753572
212	1.101124359
213	1.098525936
214	1.097903656
215	1.093838984
216	1.092919387
217	1.091258735
218	1.085667998
219	1.082784581
220	1.081549118
221	1.079788495
222	1.073071445
223	1.065975046
224	1.062148582
225	1.057857141
226	1.051264985
227	1.04658584
228	1.045758765
229	1.043633272
230	1.042381131
231	1.038044096
232	1.0375871
233	1.030222025
234	1.025677284
235	1.02296278
236	1.022453185
237	1.021910073
238	1.021088671
239	1.01849881
240	1.017374098
241	1.017245764
242	1.01435175
243	1.01363632
244	1.013285601
245	1.009964962
246	1.003406498
247	0.996930928
248	0.9920630243
249	0.9900727121
250	0.9890019897
251	0.9886275683
252	0.9865626291
253	0.9812770879
254	0.9791197582
255	0.9764809821
256	0.9742256994
257	0.9731781899
258	0.9700069254
259	0.9670693833
260	0.9646093936
261	0.9592853176
262	0.9506132286
263	0.941637051
264	0.9392164836
265	0.9387683501
266	0.9376896434
267	0.9355867039
268	0.9338265906
269	0.933401787
270	0.9329299516
271	0.9305280065
272	0.9282654814
273	0.9230214138
274	0.9103952069
275	0.9077986353
276	0.9050856522
277	0.9044272008
278	0.9002225573
279	0.897636677
280	0.8933273184
281	0.8879440985
282	0.8845723521
283	0.8787221122
284	0.8770596096
285	0.8740211519
286	0.8726412751
287	0.8669093296
288	0.8648541146
289	0.8598713177
290	0.8571814867
291	0.8566751277
292	0.8523589825
293	0.8478005147
294	0.846378771
295	0.8447102254
296	0.8382808623
297	0.8365242239
298	0.8349698078
299	0.8328108927
300	0.8310663473
301	0.8280436628
302	0.8243881694
303	0.8228502478
304	0.8214984295
305	0.8210668694
306	0.8138133972
307	0.8077577228
308	0.8071148639
309	0.8054986112
310	0.804889959
311	0.8034945574
312	0.7976293667
313	0.796897873
314	0.7937456539
315	0.7894354481
316	0.7855177417
317	0.7835835493
318	0.7829766471
319	0.7813666442
320	0.7779306108
321	0.7777488142
322	0.7733615199
323	0.7691334729
324	0.7625086078
325	0.7623549786
326	0.7599848082
327	0.7592761121
328	0.7557127413
329	0.7529642627
330	0.7508777697
331	0.7503696538
332	0.7501944876
333	0.7484269124
334	0.7459574481
335	0.7446589792
336	0.7408074697
337	0.736035756
338	0.73359265
339	0.7328518315
340	0.7312545637
341	0.7287469157
342	0.7271326847
343	0.72465676
344	0.7202076911
345	0.717878822
346	0.7170930123
347	0.7168344563
348	0.715485768
349	0.7143565541
350	0.7112962577
351	0.7095095123
352	0.7074157023
353	0.7058274305
354	0.7034880612
355	0.6990693278
356	0.6984021847
357	0.6970991089
358	0.6915334585
359	0.690427853
360	0.6875055004
361	0.686183707
362	0.6854727333
363	0.6842420085
364	0.6800844785
365	0.6771475963
366	0.6738988098
367	0.6703506768
368	0.6696006746
369	0.6662562786
370	0.6650472133
371	0.6634301149
372	0.6616971158
373	0.6606641472
374	0.6581407929
375	0.6562939905
376	0.6548318969
377	0.6507809728
378	0.6500178927
379	0.6480258515
380	0.6466261906
381	0.6447397046
382	0.6424357009
383	0.6398169631
384	0.6369403195
385	0.6352610813
386	0.6328365424
387	0.6301764802
388	0.6283420413
389	0.6263179304
390	0.6251455998
391	0.6225361111
392	0.6192505833
393	0.617971738
394	0.6147301719
395	0.6129127122
396	0.6087400627
397	0.607952232
398	0.6053621266
399	0.6035477369
400	0.6025071139
401	0.5996226969
402	0.5984570428
403	0.5955993889
404	0.5946604305
405	0.5933836909
406	0.5924951016
407	0.5917033586
408	0.5907823283
409	0.5891230487
410	0.5863911389
411	0.5843372733
412	0.5818256799
413	0.5804057523
414	0.5791109711
415	0.5783786467
416	0.5739725166
417	0.5730715114
418	0.5717584074
419	0.5714002857
420	0.5692222096
421	0.5673158522
422	0.5660523045
423	0.564432318
424	0.5613929528
425	0.5606829332
426	0.5575824684
427	0.5560829774
428	0.5545921197
429	0.5534112856
430	0.5519890611
431	0.5504038981
432	0.5497065527
433	0.5480911562
434	0.5474788999
435	0.5453602042
436	0.5423786011
437	0.5412326605
438	0.5390207426
439	0.5384241271
440	0.5363256188
441	0.5340873221
442	0.533078952
443	0.5309706836
444	0.529157773
445	0.5287778718
446	0.5285048112
447	0.5255858681
448	0.5248160469
449	0.5237558045
450	0.523109831
451	0.5218322233
452	0.5217220513
453	0.5200815482
454	0.5185434318
455	0.5179765911
456	0.5168241885
457	0.5161020223
458	0.5154176209
459	0.5148976158
460	0.5138158597
461	0.5132174134
462	0.5129182006
463	0.5116511691
464	0.511010345
465	0.5079995038
466	0.5069522076
467	0.5062074701
468	0.5055902435
469	0.5043068039
470	0.5031112445
471	0.5001346603
472	0.4996088901
473	0.4994437594
474	0.4982877986
475	0.4958150873
476	0.4948695876
477	0.4934880642
478	0.4926973874
479	0.4912719731
480	0.4909417593
481	0.4900328902
482	0.4879000957
483	0.4857025
484	0.485046695
485	0.484074422
486	0.4837811725
487	0.4827487396
488	0.482318514
489	0.4817303178
490	0.480886534
491	0.4782771904
492	0.4772501054
493	0.4759353428
494	0.4757560404
495	0.4753047616
496	0.4745854947
497	0.4739172571
498	0.4729231857
499	0.4711536713
500	0.4700403231
501	0.4668320317
502	0.4656963156
503	0.4641818709
504	0.4633179069
505	0.461758242
506	0.4604793547
507	0.4594179416
508	0.4568428584
509	0.4556128848
510	0.4544353451
511	0.4533065046
512	0.453139492
513	0.4522911305
514	0.4512821503
515	0.4509188744
516	0.4503037917
517	0.4496364678
518	0.448613888
519	0.4458865571
520	0.444948086
521	0.44412415
522	0.4434735712
523	0.4429694894
524	0.442604074
525	0.4403747898
526	0.4386230955
527	0.4385344928
528	0.4371579502
529	0.4354317061
530	0.4351701487
531	0.4347197776
532	0.4329463997
533	0.4317094692
534	0.4313657663
535	0.4297253745
536	0.428709543
537	0.4257745075
538	0.4252424181
539	0.4237515953
540	0.4226649256
541	0.422023512
542	0.4204027915
543	0.4191295724
544	0.418026359
545	0.4170593062
546	0.4165977162
547	0.4140046915
548	0.4128891092
549	0.4120777623
550	0.4116886671
551	0.4091141761
552	0.4090696627
553	0.4082585393
554	0.4076335946
555	0.4073980116
556	0.4065983293
557	0.4062054771
558	0.4056133022
559	0.4050827255
560	0.4043440695
561	0.402757269
562	0.4022222588
563	0.4012338732
564	0.4012194548
565	0.4005800004
566	0.4005280902
567	0.4003331329
568	0.3998729388
569	0.398617202
570	0.397036569
571	0.3960524754
572	0.3951840206
573	0.3938560867
574	0.3932465128
575	0.3920932037
576	0.3903055142
577	0.3900812407
578	0.3897290687
579	0.3871460782
580	0.3849210177
581	0.3841203048
582	0.3833206127
583	0.3823458561
584	0.3818796037
585	0.3813489233
586	0.3803064872
587	0.3799052165
588	0.3790405621
589	0.3779747392
590	0.3773905298
591	0.3760446195
592	0.3749625818
593	0.3739918627
594	0.3736963683
595	0.3731620062
596	0.3727369215
597	0.3720437574
598	0.370457675
599	0.3698946871
600	0.3695118544
601	0.3680976384
602	0.3667571649
603	0.3655885258
604	0.3645363009
605	0.3634808985
606	0.3622518752
607	0.3617263011
608	0.3598637572
609	0.3588195082
610	0.3581214823
611	0.3572990673
612	0.356300949
613	0.3539039902
614	0.353374257
615	0.3518536119
616	0.3506378698
617	0.3489308126
618	0.3483243313
619	0.3479848311
620	0.3474905357
621	0.3467122083
622	0.3445526079
623	0.3439536466
624	0.3429228827
625	0.3418408457
626	0.3416152983
627	0.3410415549
628	0.3389067499
629	0.33799839
630	0.3376080902
631	0.3362147253
632	0.3353684138
633	0.3343958894
634	0.3343189504
635	0.3337370069
636	0.3335216397
637	0.3324009525
638	0.3311832075
639	0.3306783224
640	0.3297654135
641	0.32911607
642	0.3290471769
643	0.3281582856
644	0.3276378711
645	0.3274504604
646	0.3264502898
647	0.3253303107
648	0.3249835196
649	0.3242729244
650	0.3240454358
651	0.3236150049
652	0.3231320419
653	0.322524039
654	0.3219232756
655	0.3216136686
656	0.320879488
657	0.3207803035
658	0.3196555707
659	0.3187494611
660	0.3178516062
661	0.3172684426
662	0.3168344819
663	0.3164839409
664	0.3164716919
665	0.3155046531
666	0.3149467201
667	0.3140531687
668	0.3118658556
669	0.3112628004
670	0.3108746504
671	0.3106282378
672	0.3102619065
673	0.3099428943
674	0.3098174472
675	0.3090753159
676	0.3084682947
677	0.3079213849
678	0.3075242585
679	0.3072362714
680	0.3056494553
681	0.3044766504
682	0.3040592325
683	0.3036135246
684	0.3031724081
685	0.3029482124
686	0.302199057
687	0.3018012223
688	0.3010080003
689	0.3005070377
690	0.2999541798
691	0.2997178153
692	0.2990815831
693	0.2987096104
694	0.2974823719
695	0.2965500888
696	0.296261714
697	0.2957701455
698	0.2953742132
699	0.2953231987
700	0.2951149427
701	0.2946207855
702	0.2941861047
703	0.293778491
704	0.2929967041
705	0.2929518052
706	0.2928180793
707	0.2920260778
708	0.2917028966
709	0.2911941283
710	0.2910936687
711	0.2905753101
712	0.2898475475
713	0.2884628323
714	0.288173791
715	0.2878454354
716	0.287028225
717	0.2862284235
718	0.2859739486
719	0.2855780999
720	0.2850581225
721	0.2846891355
722	0.2837800926
723	0.2835756525
724	0.2827082686
725	0.2821000115
726	0.2818914383
727	0.2816297844
728	0.2811900083
729	0.2808215249
730	0.280420978
731	0.2800391944
732	0.2792607822
733	0.27810683
734	0.2774063629
735	0.2769471732
736	0.275974749
737	0.2758935829
738	0.2754957786
739	0.2748913434
740	0.2745016544
741	0.2736216703
742	0.2726089041
743	0.2720310219
744	0.2713958055
745	0.2708289626
746	0.2702624712
747	0.2699538411
748	0.2696758717
749	0.26928358
750	0.2687543528
751	0.2675723622
752	0.2674086562
753	0.267013124
754	0.2663309495
755	0.265624789
756	0.2652322421
757	0.2646857539
758	0.2640704684
759	0.2636390888
760	0.2624925927
761	0.2614782289
762	0.2613442303
763	0.2605670332
764	0.260286616
765	0.2596871554
766	0.2594664572
767	0.2588040048
768	0.2580383061
769	0.2576413431
770	0.2574885408
771	0.2571616705
772	0.2566786531
773	0.2559991473
774	0.2554129104
775	0.2546662349
776	0.2537278773
777	0.2532032543
778	0.2524723111
779	0.2522355613
780	0.2519287263
781	0.2517718972
782	0.2514241661
783	0.2508009016
784	0.2505528513
785	0.2495274888
786	0.2488600544
787	0.2483609499
788	0.248102861
789	0.2471129006
790	0.2463385805
791	0.2454593278
792	0.2448345839
793	0.2444037
794	0.2438261817
795	0.243054171
796	0.2423502708
797	0.2414026592
798	0.2408930558
799	0.2406248406
800	0.2403798143
801	0.2401323676
802	0.2397667892
803	0.2386049794
804	0.2380252718
805	0.2372550584
806	0.2361340812
807	0.2358883746
808	0.235363029
809	0.2348584803
810	0.2343582062
811	0.2335509946
812	0.2329056555
813	0.2324057425
814	0.2322213128
815	0.2318517585
816	0.2317560746
817	0.2309254511
818	0.230438652
819	0.2301068204
820	0.2295439969
821	0.2292669418
822	0.2289444777
823	0.2282456631
824	0.2278037918
825	0.2276925396
826	0.2274526335
827	0.2271231735
828	0.2267928968
829	0.2263471764
830	0.225801498
831	0.2256155353
832	0.2254055103
833	0.2251518225
834	0.2246344296
835	0.2239255154
836	0.2235364962
837	0.2230322724
838	0.2223274916
839	0.2218361498
840	0.2216682171
841	0.2213174227
842	0.2203974816
843	0.2198900897
844	0.2194890391
845	0.219154767
846	0.2186359116
847	0.2174053665
848	0.217200395
849	0.2164637044
850	0.2153815548
851	0.2152180003
852	0.2151119816
853	0.2144147011
854	0.2143110328
855	0.2137125695
856	0.2133420911
857	0.2131406764
858	0.2128677993
859	0.2121509511
860	0.2116597204
861	0.211059933
862	0.2107028843
863	0.2104958433
864	0.2099860255
865	0.2092834128
866	0.2091436334
867	0.2089726439
868	0.2088471761
869	0.208392001
870	0.2080613044
871	0.2079014907
872	0.207421831
873	0.2070110819
874	0.2067495786
875	0.2058430103
876	0.2050663645
877	0.2044449754
878	0.2041385949
879	0.2036662749
880	0.2031427891
881	0.2030185361
882	0.2023165591
883	0.2018271498
884	0.2011491403
885	0.2010650147
886	0.2005615274
887	0.1998991824
888	0.1995725658
889	0.1994512135
890	0.1982561588
891	0.1979667623
892	0.1976941103
893	0.197317044
894	0.1972537301
895	0.1970368327
896	0.1966670639
897	0.1964440573
898	0.1962145304
899	0.1957291368
900	0.1952751266
901	0.1942808105
902	0.1942578438
903	0.1934260484
904	0.1933633639
905	0.1930650831
906	0.1929005894
907	0.1927952399
908	0.1926381019
909	0.1922233658
910	0.1921252977
911	0.1911596313
912	0.1908440667
913	0.1902133217
914	0.1898828848
915	0.1890198207
916	0.1886167225
917	0.1885385685
918	0.1878785259
919	0.1873602284
920	0.1871184142
921	0.1870002813
922	0.186710162
923	0.1863853053
924	0.1861314051
925	0.1859245334
926	0.1857658553
927	0.1855242964
928	0.1853398493
929	0.1852080483
930	0.1845449574
931	0.1841015253
932	0.1839824058
933	0.1832201813
934	0.1829216042
935	0.182670669
936	0.1826048245
937	0.1821269825
938	0.182019345
939	0.1819445042
940	0.1815543677
941	0.1811543791
942	0.1810083498
943	0.1806241131
944	0.1802316675
945	0.1800765039
946	0.1800136737
947	0.1797513187
948	0.1793533721
949	0.1791950143
950	0.1791051694
951	0.1789876966
952	0.1785083556
953	0.1782774011
954	0.177387613
955	0.1769203591
956	0.1768700421
957	0.1765834133
958	0.176428249
959	0.1762016156
960	0.1759938949
961	0.1759306146
962	0.1756197809
963	0.175102585
964	0.1744856392
965	0.1743757347
966	0.1741043084
967	0.1740228935
968	0.1734013513
969	0.1730549731
970	0.1728836997
971	0.1727321374
972	0.1722031652
973	0.1719659221
974	0.1714830992
975	0.1712955823
976	0.1709951943
977	0.1708595136
978	0.1703365728
979	0.1696963004
980	0.169556989
981	0.1692563823
982	0.1688369167
983	0.1688072415
984	0.1686763808
985	0.1682248836
986	0.1679266412
987	0.1676612149
988	0.1672979607
989	0.1671162675
990	0.1670037393
991	0.1668708352
992	0.1666681128
993	0.1662591431
994	0.1662314886
995	0.1659718731
996	0.1658291189
997	0.1655566297
998	0.16510672
999	0.1645124957
